oneTeam,url,two,twoTeam,one
"Lucian,Irelia,Braum,Taliyah,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3333486104&summonerId=36990696&gameTime=1536235371,(Blue Team),"Quinn,Gragas,Tristana,Poppy,Graves",(Red Team)
"Camille,Taliyah,Zed,Varus,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3333867676&summonerId=36990696&gameTime=1536241483,(Red Team),"Gangplank,Gragas,Yasuo,Sivir,Morgana",(Blue Team)
"Sivir,Gragas,Jax,Lee Sin,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3333437859&summonerId=36990696&gameTime=1536233556,(Blue Team),"Aurelion Sol,Akali,Alistar,Camille,Ezreal",(Red Team)
"Sivir,Urgot,Gragas,Fizz,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3333422379&summonerId=36990696&gameTime=1536231518,(Red Team),"Aurelion Sol,Zilean,Camille,Yasuo,Sion",(Blue Team)
"Kai'Sa,Pyke,Katarina,Singed,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369449035&summonerId=56951349&gameTime=1538660081,(Blue Team),"Vladimir,Akali,Draven,Thresh,Udyr",(Red Team)
"Gangplank,Alistar,LeBlanc,Gragas,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3333356883&summonerId=36990696&gameTime=1536229555,(Red Team),"Lee Sin,Ryze,Aatrox,Kai'Sa,Poppy",(Blue Team)
"Miss Fortune,Caitlyn,Lux,Fizz,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369328486&summonerId=56951349&gameTime=1538653483,(Blue Team),"Ryze,Kalista,Twisted Fate,Akali,Shaco",(Red Team)
"Kai'Sa,Braum,Sona,Master Yi,Sion",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369402976&summonerId=56951349&gameTime=1538657921,(Red Team),"Kai'Sa,Darius,Kindred,Thresh,Zilean",(Blue Team)
"Fiora,Nidalee,Akali,Lucian,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3334501885&summonerId=36990696&gameTime=1536321285,(Blue Team),"Aatrox,Taliyah,Lissandra,Yasuo,Gragas",(Red Team)
"Caitlyn,Kai'Sa,Annie,Jinx,Sion",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369342823&summonerId=56951349&gameTime=1538652766,(Blue Team),"Brand,Cho'Gath,Gnar,Soraka,Zed",(Red Team)
"Ryze,Swain,Vayne,Nami,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369278427&summonerId=56951349&gameTime=1538651167,(Blue Team),"Varus,Zyra,Evelynn,Xayah,Rammus",(Red Team)
"Kindred,Kassadin,Malphite,Taliyah,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368339171&summonerId=56951349&gameTime=1538578198,(Blue Team),"Xin Zhao,Twisted Fate,Lucian,Twitch,Taric",(Red Team)
"Jarvan IV,Jax,Kayn,Jhin,LeBlanc",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368299428&summonerId=56951349&gameTime=1538575275,(Blue Team),"Ezreal,Sivir,Gragas,Ahri,Tristana",(Red Team)
"Vladimir,Veigar,Alistar,Sivir,Graves",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369274272&summonerId=56951349&gameTime=1538649788,(Red Team),"Zoe,Shaco,Jhin,Braum,Cho'Gath",(Blue Team)
"Galio,Nunu & Willump,Jinx,Darius,Miss Fortune",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369467626&summonerId=56951349&gameTime=1538663177,(Blue Team),"Lee Sin,Janna,Ahri,Vayne,Caitlyn",(Red Team)
"Poppy,Graves,Kassadin,Yasuo,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3334026170&summonerId=36990696&gameTime=1536252220,(Blue Team),"Urgot,Lee Sin,Akali,Lucian,Alistar",(Red Team)
"Graves,Nunu & Willump,Lucian,Lulu,Orianna",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368321463&summonerId=56951349&gameTime=1538574034,(Blue Team),"Ryze,Rammus,Gnar,Shaco,Katarina",(Red Team)
"Kennen,Nidalee,Irelia,Kai'Sa,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368114460&summonerId=56951349&gameTime=1538566138,(Blue Team),"Urgot,Gragas,Kassadin,Jhin,Poppy",(Red Team)
"Nidalee,Kayn,Caitlyn,Zyra,Nunu & Willump",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366994625&summonerId=56951349&gameTime=1538498720,(Red Team),"Leona,Viktor,Lux,Camille,Dr. Mundo",(Blue Team)
"Veigar,Swain,Kayle,Tristana,Miss Fortune",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367942668&summonerId=56951349&gameTime=1538556571,(Blue Team),"Alistar,Kindred,Tahm Kench,Sivir,Singed",(Red Team)
"Lee Sin,Irelia,Ivern,Jinx,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367065850&summonerId=56951349&gameTime=1538501926,(Red Team),"Ashe,Graves,Lissandra,Karthus,Lulu",(Blue Team)
"Kayn,Ekko,Nunu & Willump,Lulu,Fiora",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366988047&summonerId=56951349&gameTime=1538497062,(Red Team),"Rumble,Kai'Sa,Xerath,Wukong,Nidalee",(Blue Team)
"Teemo,Kalista,Jinx,Jarvan IV,Udyr",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368559258&summonerId=56951349&gameTime=1538594658,(Red Team),"Lulu,Ezreal,Braum,Fizz,Varus",(Blue Team)
"Gangplank,Caitlyn,Azir,Ahri,Malphite",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368354171&summonerId=56951349&gameTime=1538576696,(Red Team),"Swain,Irelia,Lee Sin,Teemo,Yasuo",(Blue Team)
"Rek'Sai,Lucian,Lux,Graves,Rengar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366982714&summonerId=56951349&gameTime=1538495680,(Blue Team),"Blitzcrank,Elise,Karthus,Twisted Fate,Vayne",(Red Team)
"Sivir,Dr. Mundo,Ryze,Aurelion Sol,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367019756&summonerId=56951349&gameTime=1538500853,(Red Team),"Karthus,Caitlyn,Graves,Quinn,Cho'Gath",(Blue Team)
"Akali,Jhin,Olaf,Ryze,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331087184&summonerId=56921556&gameTime=1535989389,(Blue Team),"Kassadin,Irelia,Pyke,Taliyah,Aatrox",(Red Team)
"Gangplank,Akali,Alistar,Nunu & Willump,Twitch",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331022567&summonerId=56921556&gameTime=1535984781,(Red Team),"Kai'Sa,Galio,Graves,Braum,Sion",(Blue Team)
"Sion,Camille,Galio,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330816893&summonerId=56921556&gameTime=1535973821,(Red Team),"Jayce,Taliyah,Twisted Fate,Yasuo,Alistar",(Blue Team)
"Sion,Kindred,Irelia,Xayah,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330923412&summonerId=56921556&gameTime=1535979487,(Red Team),"Akali,Camille,Aatrox,Kai'Sa,Shen",(Blue Team)
"Ornn,Kindred,Aatrox,Tristana,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330847604&summonerId=56921556&gameTime=1535975863,(Blue Team),"Warwick,Taliyah,Ryze,Kai'Sa,Shen",(Red Team)
"Malphite,Lee Sin,Irelia,Kai'Sa,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330709940&summonerId=56921556&gameTime=1535970696,(Red Team),"Jayce,Gragas,Yasuo,Xayah,Braum",(Blue Team)
"Gangplank,Taliyah,Aatrox,Irelia,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330645574&summonerId=56921556&gameTime=1535968649,(Blue Team),"Kennen,Camille,Rumble,Yasuo,Alistar",(Red Team)
"Urgot,Jinx,Galio,Camille,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330806067&summonerId=56921556&gameTime=1535972080,(Blue Team),"Ryze,Kai'Sa,Taliyah,Pyke,Yasuo",(Red Team)
"Aatrox,Lee Sin,Corki,Varus,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330964729&summonerId=56921556&gameTime=1535981327,(Red Team),"Urgot,Gragas,Irelia,Kai'Sa,Alistar",(Blue Team)
"Gragas,Graves,Yasuo,Varus,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330350422&summonerId=56921556&gameTime=1535957272,(Red Team),"Urgot,Nidalee,LeBlanc,Jhin,Braum",(Blue Team)
"Irelia,Taliyah,Galio,Varus,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330281898&summonerId=56921556&gameTime=1535950948,(Red Team),"Poppy,Kindred,Aatrox,Ashe,Alistar",(Blue Team)
"Zoe,Jinx,Camille,Alistar,Nidalee",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330258003&summonerId=56921556&gameTime=1535946994,(Blue Team),"Ryze,Gangplank,Gragas,Nautilus,Kai'Sa",(Red Team)
"Renekton,Gragas,Irelia,Lucian,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330274908&summonerId=56921556&gameTime=1535948912,(Blue Team),"Akali,Lee Sin,Poppy,Ezreal,Pyke",(Red Team)
"Miss Fortune,Kindred,LeBlanc,Urgot,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330322692&summonerId=56921556&gameTime=1535955451,(Red Team),"Akali,Aatrox,Rengar,Lucian,Tahm Kench",(Blue Team)
"Aatrox,Xin Zhao,Ryze,Jinx,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330255702&summonerId=56921556&gameTime=1535946291,(Red Team),"Cho'Gath,Jax,Irelia,Ezreal,Braum",(Blue Team)
"Gangplank,Taliyah,Galio,Kai'Sa,Bard",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368180001&summonerId=56951349&gameTime=1538569959,(Red Team),"Ryze,Skarner,Irelia,Yasuo,Alistar",(Blue Team)
"Aatrox,Lee Sin,Ryze,Jhin,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330164932&summonerId=56921556&gameTime=1535911611,(Red Team),"Ornn,Graves,Cassiopeia,Ezreal,Pyke",(Blue Team)
"Poppy,Xin Zhao,Galio,Varus,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330138901&summonerId=56921556&gameTime=1535913883,(Red Team),"Ryze,Camille,Kassadin,Xayah,Thresh",(Blue Team)
"Riven,Taliyah,Vladimir,Ezreal,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330125047&summonerId=56921556&gameTime=1535907409,(Red Team),"Singed,Kayn,Irelia,Lucian,Gragas",(Blue Team)
"Irelia,Graves,Syndra,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367976373&summonerId=25260179&gameTime=1538559237,(Blue Team),"Ryze,Nidalee,Volibear,Yasuo,Gragas",(Red Team)
"Yasuo,Gragas,Taliyah,Jayce,Malzahar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368030220&summonerId=25260179&gameTime=1538561845,(Blue Team),"LeBlanc,Irelia,Lee Sin,Lucian,Shen",(Red Team)
"Kai'Sa,Sion,Gragas,Nidalee,Renekton",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367960692&summonerId=25260179&gameTime=1538556682,(Blue Team),"Akali,Ornn,Lucian,Lee Sin,Fiddlesticks",(Red Team)
"Kai'Sa,Ryze,Alistar,LeBlanc,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367723978&summonerId=25260179&gameTime=1538546035,(Blue Team),"Rakan,Elise,Aatrox,Sion,Xayah",(Red Team)
"Camille,Kindred,Galio,Kai'Sa,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330285210&summonerId=56921556&gameTime=1535953190,(Blue Team),"Urgot,Sejuani,Irelia,Ashe,Gragas",(Red Team)
"Poppy,Aatrox,Ornn,Taliyah,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366586714&summonerId=25260179&gameTime=1538477644,(Blue Team),"Lee Sin,Gangplank,Alistar,Cho'Gath,Lucian",(Red Team)
"Lucian,Syndra,Lee Sin,Urgot,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367766085&summonerId=25260179&gameTime=1538548697,(Blue Team),"Lissandra,Poppy,Gragas,Taliyah,Yasuo",(Red Team)
"Lucian,Yasuo,Gragas,Lee Sin,Fiddlesticks",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367882738&summonerId=25260179&gameTime=1538554938,(Blue Team),"Taliyah,Aatrox,Urgot,Shen,Xayah",(Red Team)
"Urgot,Lee Sin,LeBlanc,Ezreal,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367851166&summonerId=25260179&gameTime=1538552693,(Blue Team),"Sion,Taliyah,Irelia,Jinx,Thresh",(Red Team)
"Akali,Lee Sin,LeBlanc,Miss Fortune,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367646155&summonerId=25260179&gameTime=1538543648,(Blue Team),"Ornn,Taliyah,Jayce,Xayah,Gragas",(Red Team)
"Irelia,Rakan,Renekton,Gragas,Tristana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366469363&summonerId=25260179&gameTime=1538471618,(Red Team),"Akali,Thresh,Lee Sin,Lucian,Aatrox",(Blue Team)
"Xayah,Irelia,Rumble,Pyke,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366483911&summonerId=25260179&gameTime=1538469802,(Blue Team),"Thresh,Draven,Renekton,Aatrox,Nidalee",(Red Team)
"Urgot,Syndra,Taliyah,Nami,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366389290&summonerId=25260179&gameTime=1538463615,(Blue Team),"Gragas,Draven,Irelia,LeBlanc,Soraka",(Red Team)
"Jayce,Taliyah,Yasuo,Varus,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330162116&summonerId=56921556&gameTime=1535909747,(Blue Team),"Urgot,Lee Sin,Zoe,Lucian,Shen",(Red Team)
"Aatrox,Yasuo,Taliyah,Kai'Sa,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366362128&summonerId=25260179&gameTime=1538459627,(Red Team),"Lee Sin,Irelia,Lucian,Nami,Syndra",(Blue Team)
"Urgot,Gragas,Irelia,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366375761&summonerId=25260179&gameTime=1538462068,(Red Team),"Aatrox,Graves,Syndra,Tristana,Tahm Kench",(Blue Team)
"Aatrox,Rakan,Karma,Xayah,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366515241&summonerId=25260179&gameTime=1538473849,(Blue Team),"Akali,Zoe,Tahm Kench,Gragas,Lucian",(Red Team)
"Aatrox,Lee Sin,Kai'Sa,Pyke,Karthus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366302794&summonerId=25260179&gameTime=1538453978,(Blue Team),"Akali,Xayah,Gragas,Skarner,Rakan",(Red Team)
"Kai'Sa,Jayce,Taliyah,Rakan,LeBlanc",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366437457&summonerId=25260179&gameTime=1538467672,(Red Team),"Ekko,Ornn,Kindred,Nami,Lucian",(Blue Team)
"Kindred,Ryze,Pyke,Ezreal,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310952904&summonerId=64250795&gameTime=1534497430,(Red Team),"Vayne,Alistar,Akali,Gangplank,Graves",(Blue Team)
"Caitlyn,Braum,Irelia,Malphite,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366572526&summonerId=25260179&gameTime=1538476295,(Blue Team),"Aatrox,Gangplank,Kai'Sa,Nautilus,Vladimir",(Red Team)
"Gragas,Kindred,Lulu,Kai'Sa,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310495638&summonerId=64250795&gameTime=1534434072,(Blue Team),"Tryndamere,Nidalee,Azir,Yasuo,Alistar",(Red Team)
"Ryze,Kindred,Fizz,Ezreal,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310371893&summonerId=64250795&gameTime=1534423952,(Blue Team),"Singed,Lee Sin,Lissandra,Kai'Sa,Gragas",(Red Team)
"Lucian,Jayce,Akali,Lee Sin,Poppy",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366315878&summonerId=25260179&gameTime=1538458073,(Blue Team),"Tristana,Jax,Alistar,Rumble,Taliyah",(Red Team)
"Jayce,Kindred,Zoe,Yasuo,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310796897&summonerId=64250795&gameTime=1534488928,(Blue Team),"Irelia,Bard,Kai'Sa,Urgot,Nocturne",(Red Team)
"Fiora,Kindred,Karthus,Ezreal,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310379623&summonerId=64250795&gameTime=1534426255,(Blue Team),"Aatrox,Rengar,Akali,Kai'Sa,Rakan",(Red Team)
"Darius,Kindred,Zoe,Ezreal,Trundle",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310302300&summonerId=64250795&gameTime=1534421767,(Red Team),"Singed,Lee Sin,Fizz,Lucian,Alistar",(Blue Team)
"Pyke,Katarina,Taliyah,Orianna,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366289014&summonerId=25260179&gameTime=1538452291,(Blue Team),"Yasuo,Kai'Sa,Gragas,Nidalee,Blitzcrank",(Red Team)
"Jayce,Camille,Vel'Koz,Ahri,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310449620&summonerId=64250795&gameTime=1534431869,(Red Team),"Malphite,Gragas,Ryze,Yasuo,Shen",(Blue Team)
"Garen,Kindred,LeBlanc,Kai'Sa,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309808053&summonerId=64250795&gameTime=1534401688,(Red Team),"Aatrox,Graves,Ryze,Xayah,Rakan",(Blue Team)
"Ezreal,Akali,Morgana,Kennen,Graves",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310270014&summonerId=64250795&gameTime=1534417576,(Red Team),"Nocturne,Orianna,Talon,Pyke,Gangplank",(Blue Team)
"Vladimir,Camille,Zed,Ryze,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310275300&summonerId=64250795&gameTime=1534419597,(Red Team),"Shen,Akali,Kai'Sa,Gangplank,Gragas",(Blue Team)
"Ryze,Kindred,Yasuo,Jhin,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309650942&summonerId=64250795&gameTime=1534390772,(Blue Team),"Karthus,Evelynn,Syndra,Lucian,Pyke",(Red Team)
"Kindred,Dr. Mundo,Rakan,Ryze,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310226205&summonerId=64250795&gameTime=1534415756,(Blue Team),"Varus,Gnar,Morgana,Xin Zhao,Irelia",(Red Team)
"Garen,Gragas,Zoe,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310034298&summonerId=64250795&gameTime=1534403931,(Red Team),"Aatrox,Xin Zhao,Azir,Tristana,Blitzcrank",(Blue Team)
"Akali,Kai'Sa,Kalista,Pantheon,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309597566&summonerId=64250795&gameTime=1534375190,(Blue Team),"Swain,Pantheon,Gangplank,Lee Sin,Syndra",(Red Team)
"Darius,Evelynn,Kennen,Ezreal,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309802981&summonerId=64250795&gameTime=1534398892,(Blue Team),"Irelia,Camille,Akali,Yasuo,Pyke",(Red Team)
"Gragas,Gnar,Olaf,Fizz,Kog'Maw",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310561418&summonerId=64250795&gameTime=1534436674,(Red Team),"Jayce,Taliyah,Irelia,Ezreal,Alistar",(Blue Team)
"Kayn,Olaf,Ezreal,Karthus,Illaoi",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309595657&summonerId=64250795&gameTime=1534371381,(Red Team),"Lucian,Ahri,Akali,Morgana,Camille",(Blue Team)
"Gragas,Jhin,Gnar,Nautilus,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309770197&summonerId=64250795&gameTime=1534396784,(Blue Team),"Varus,Alistar,LeBlanc,Jayce,Trundle",(Red Team)
"Kindred,Orianna,Pyke,Swain,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265903421&summonerId=66800151&gameTime=1531024877,(Blue Team),"Braum,Talon,Gragas,Jayce,Mordekaiser",(Red Team)
"Kindred,Orianna,Morgana,Irelia,Jax",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265796316&summonerId=66800151&gameTime=1531021916,(Red Team),"Darius,Evelynn,Shen,Yasuo,Zyra",(Blue Team)
"Yasuo,Azir,Akali,Rek'Sai,Malphite",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309557625&summonerId=64250795&gameTime=1534372723,(Red Team),"Kalista,Pyke,Yasuo,Gragas,Illaoi",(Blue Team)
"Nidalee,Aatrox,Yasuo,Vladimir,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265418771&summonerId=66800151&gameTime=1530978374,(Red Team),"Pyke,Lucian,Kled,Talon,Kai'Sa",(Blue Team)
"Fiddlesticks,Gangplank,Jarvan IV,Galio,Vladimir",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265483567&summonerId=66800151&gameTime=1530981687,(Blue Team),"Camille,Taliyah,Gragas,Vel'Koz,Swain",(Red Team)
"Veigar,Camille,Orianna,Kai'Sa,Vel'Koz",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265299612&summonerId=66800151&gameTime=1530973921,(Red Team),"Jax,Pantheon,Ryze,Jayce,Pyke",(Blue Team)
"Darius,Singed,Jarvan IV,Pyke,Mordekaiser",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265465348&summonerId=66800151&gameTime=1530980161,(Blue Team),"Evelynn,Irelia,Fiddlesticks,Dr. Mundo,Talon",(Red Team)
"Aatrox,Lucian,Rakan,Sejuani,Vladimir",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265223510&summonerId=66800151&gameTime=1530970284,(Red Team),"Yasuo,Alistar,Kled,Morgana,Jax",(Blue Team)
"Ashe,Fiddlesticks,Ryze,Aatrox,Evelynn",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309527554&summonerId=64250795&gameTime=1534357518,(Blue Team),"Yasuo,Pyke,Jayce,Xin Zhao,Swain",(Red Team)
"Quinn,Kindred,Orianna,Swain,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265112796&summonerId=66800151&gameTime=1530966145,(Red Team),"Jayce,Nidalee,Zoe,Yasuo,Shen",(Blue Team)
"Lissandra,Fiddlesticks,Graves,Vladimir,Jax",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265411064&summonerId=66800151&gameTime=1530976225,(Red Team),"LeBlanc,Darius,Lucian,Alistar,Nocturne",(Blue Team)
"Orianna,Jayce,Rakan,Camille,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265043560&summonerId=66800151&gameTime=1530960538,(Red Team),"Ezreal,Evelynn,Zoe,Morgana,Quinn",(Blue Team)
"Orianna,Nidalee,Kled,Vel'Koz,Poppy",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265272329&summonerId=66800151&gameTime=1530972211,(Red Team),"Alistar,Jarvan IV,Vladimir,Lee Sin,Talon",(Blue Team)
"Orianna,Pyke,Ornn,Swain,Graves",http://www.op.gg/summoner/matches/ajax/detail/gameId=3264686338&summonerId=66800151&gameTime=1530944391,(Red Team),"Lissandra,Rumble,Kindred,Mordekaiser,Fiddlesticks",(Blue Team)
"Orianna,Camille,Yasuo,Quinn,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265091322&summonerId=66800151&gameTime=1530963767,(Blue Team),"Xin Zhao,Soraka,Swain,Vladimir,Jax",(Red Team)
"Camille,Orianna,Gragas,Yasuo,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3264625000&summonerId=66800151&gameTime=1530940680,(Blue Team),"Swain,Irelia,Evelynn,Janna,Jax",(Red Team)
"Jax,Camille,Orianna,Swain,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3265201488&summonerId=66800151&gameTime=1530968353,(Red Team),"Renekton,Xin Zhao,Ryze,Darius,Fiddlesticks",(Blue Team)
"Gangplank,Gragas,Yasuo,Ezreal,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338524311&summonerId=41913808&gameTime=1536608627,(Blue Team),"Vladimir,Graves,Irelia,Xayah,Rakan",(Red Team)
"Taliyah,Lucian,Aatrox,Rakan,Talon",http://www.op.gg/summoner/matches/ajax/detail/gameId=3264525937&summonerId=66800151&gameTime=1530934547,(Red Team),"Nocturne,Gangplank,Swain,Morgana,Singed",(Blue Team)
"Renekton,Xin Zhao,Fizz,Jinx,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3264601402&summonerId=66800151&gameTime=1530937460,(Blue Team),"Darius,Camille,Aurelion Sol,Swain,Fiddlesticks",(Red Team)
"Orianna,Nocturne,Camille,Janna,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3264670240&summonerId=66800151&gameTime=1530942182,(Red Team),"Talon,Kindred,Swain,Alistar,Fiora",(Blue Team)
"Ryze,Xin Zhao,LeBlanc,Ashe,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338507662&summonerId=41913808&gameTime=1536601901,(Red Team),"Urgot,Taliyah,Irelia,Lucian,Alistar",(Blue Team)
"Irelia,Jayce,Kai'Sa,Vladimir,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338464509&summonerId=41913808&gameTime=1536598153,(Blue Team),"Fiora,Gragas,Malphite,Ryze,Pyke",(Red Team)
"Rumble,Kindred,Orianna,Lucian,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3264125483&summonerId=66800151&gameTime=1530896655,(Red Team),"Darius,Sejuani,LeBlanc,Swain,Shen",(Blue Team)
"Darius,Taliyah,Malzahar,Swain,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3264608507&summonerId=66800151&gameTime=1530939259,(Blue Team),"Jayce,Nidalee,Zoe,Varus,Thresh",(Red Team)
"Ryze,Taliyah,Aatrox,Kai'Sa,Blitzcrank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338467607&summonerId=41913808&gameTime=1536600063,(Blue Team),"Vladimir,Jayce,Akali,Twitch,Braum",(Red Team)
"Kai'Sa,Quinn,Yasuo,Taliyah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338436407&summonerId=41913808&gameTime=1536594570,(Red Team),"Gragas,Irelia,Nidalee,Twitch,Aatrox",(Blue Team)
"Irelia,Taliyah,Urgot,Kai'Sa,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338387127&summonerId=41913808&gameTime=1536590760,(Blue Team),"Quinn,Kindred,Galio,Ashe,Alistar",(Red Team)
"Soraka,Aatrox,Urgot,Sejuani,Jhin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338685621&summonerId=41913808&gameTime=1536651350,(Blue Team),"Janna,Xin Zhao,Kai'Sa,Yasuo,Akali",(Red Team)
"Lucian,Lux,Xin Zhao,Rakan,Sion",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338074424&summonerId=41913808&gameTime=1536569694,(Red Team),"Ryze,Varus,Olaf,Urgot,Janna",(Blue Team)
