oneTeam,url,two,twoTeam,one
"LeBlanc,Camille,Braum,Sivir,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3332572442&summonerId=41913808&gameTime=1536135458,(Red Team),"Jayce,Kassadin,Alistar,Jinx,Gragas",(Blue Team)
"Quinn,Taliyah,Lulu,Varus,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3332647571&summonerId=41913808&gameTime=1536140105,(Red Team),"Urgot,Xin Zhao,LeBlanc,Xayah,Gragas",(Blue Team)
"Aatrox,Lee Sin,Aurelion Sol,Varus,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3332030626&summonerId=41913808&gameTime=1536076658,(Blue Team),"Poppy,Xin Zhao,Vladimir,Kai'Sa,Alistar",(Red Team)
"Jhin,Gragas,Elise,Yasuo,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3332062869&summonerId=41913808&gameTime=1536078777,(Red Team),"Lee Sin,Ezreal,LeBlanc,Rakan,Aatrox",(Blue Team)
"Kassadin,Braum,Varus,Jayce,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331292922&summonerId=41913808&gameTime=1536036346,(Red Team),"Gragas,Thresh,Evelynn,Jinx,Talon",(Blue Team)
"Yasuo,Rakan,Jinx,Taliyah,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331149098&summonerId=41913808&gameTime=1535997743,(Blue Team),"Olaf,Gangplank,Kai'Sa,Gragas,Talon",(Red Team)
"Cho'Gath,Xin Zhao,Katarina,Ezreal,Zilean",http://www.op.gg/summoner/matches/ajax/detail/gameId=3317213514&summonerId=57541180&gameTime=1534952572,(Red Team),"Gangplank,Kindred,Irelia,Vladimir,Pyke",(Blue Team)
"Ryze,Camille,Maokai,Yasuo,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3317239251&summonerId=57541180&gameTime=1534954492,(Red Team),"Fiora,Kindred,Katarina,Kai'Sa,Gragas",(Blue Team)
"Rakan,Pyke,Twisted Fate,LeBlanc,Vi",http://www.op.gg/summoner/matches/ajax/detail/gameId=3317071050&summonerId=57541180&gameTime=1534942475,(Red Team),"Zoe,Lux,Ezreal,Caitlyn,Shen",(Blue Team)
"Dr. Mundo,Lee Sin,Twisted Fate,Zed,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3317106466&summonerId=57541180&gameTime=1534947498,(Blue Team),"Cho'Gath,Kindred,Jayce,Irelia,Rakan",(Red Team)
"Katarina,Lee Sin,Urgot,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331454193&summonerId=41913808&gameTime=1536054114,(Red Team),"Jayce,Taliyah,Gragas,Ashe,Braum",(Blue Team)
"Tahm Kench,Nidalee,Aatrox,Twitch,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316223743&summonerId=57541180&gameTime=1534872808,(Red Team),"Fiora,Sejuani,LeBlanc,Yasuo,Braum",(Blue Team)
"Jax,Camille,Sion,Varus,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3317165246&summonerId=57541180&gameTime=1534950224,(Red Team),"Vladimir,Kindred,Akali,Jinx,Shen",(Blue Team)
"Gragas,Alistar,Trundle,Kassadin,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316151478&summonerId=57541180&gameTime=1534866174,(Blue Team),"Pyke,Jhin,Akali,Camille,Kindred",(Red Team)
"Kindred,Lee Sin,Rakan,Singed,Syndra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3317078512&summonerId=57541180&gameTime=1534944656,(Red Team),"Kennen,Irelia,Pyke,Gragas,Kai'Sa",(Blue Team)
"Aatrox,Kindred,LeBlanc,Ryze,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315418142&summonerId=57541180&gameTime=1534835654,(Blue Team),"Fiora,Xin Zhao,Cassiopeia,Jhin,Shen",(Red Team)
"Quinn,Kennen,Pyke,Taliyah,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315702616&summonerId=57541180&gameTime=1534841582,(Blue Team),"Kindred,Rakan,Irelia,Gragas,Ezreal",(Red Team)
"Gangplank,Gragas,Malzahar,Jayce,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316193999&summonerId=57541180&gameTime=1534868420,(Red Team),"Ornn,Xin Zhao,Syndra,Ezreal,Rakan",(Blue Team)
"Akali,Gragas,Maokai,Hecarim,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3311594837&summonerId=57541180&gameTime=1534518167,(Blue Team),"Aatrox,Xayah,Yasuo,Singed,Akali",(Red Team)
"Miss Fortune,Akali,Zoe,Rammus,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310726846&summonerId=57541180&gameTime=1534475944,(Blue Team),"Morgana,Ryze,Evelynn,Alistar,Nidalee",(Red Team)
"Kennen,Lee Sin,Ryze,Kai'Sa,Garen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3332768926&summonerId=41913808&gameTime=1536149918,(Red Team),"Akali,Gragas,Jayce,Jhin,Alistar",(Blue Team)
"Urgot,Ezreal,Gragas,Yasuo,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316230682&summonerId=57541180&gameTime=1534870512,(Blue Team),"Morgana,Aatrox,Jayce,Pyke,Xin Zhao",(Red Team)
"Gnar,Ezreal,Irelia,Gragas,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310742173&summonerId=57541180&gameTime=1534480638,(Blue Team),"Jhin,Ryze,Fizz,Rakan,Lee Sin",(Red Team)
"Tryndamere,Evelynn,Veigar,Kai'Sa,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310952231&summonerId=57541180&gameTime=1534498417,(Blue Team),"Singed,Gragas,Ryze,Ezreal,Pyke",(Red Team)
"Morgana,Gnar,Ryze,Camille,Talon",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309695317&summonerId=57541180&gameTime=1534394083,(Blue Team),"Jayce,Aatrox,Shen,Miss Fortune,Vladimir",(Red Team)
"Kindred,Kai'Sa,Shen,Zoe,Dr. Mundo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310176421&summonerId=57541180&gameTime=1534412516,(Red Team),"Jax,Graves,Jhin,Soraka,Akali",(Blue Team)
"Varus,LeBlanc,Gragas,Jayce,Kindred",http://www.op.gg/summoner/matches/ajax/detail/gameId=3325854415&summonerId=54692988&gameTime=1535619436,(Red Team),"Sivir,Kassadin,Lee Sin,Pyke,Ryze",(Blue Team)
"Syndra,Alistar,Yasuo,Ryze,Graves",http://www.op.gg/summoner/matches/ajax/detail/gameId=3325810310&summonerId=54692988&gameTime=1535618046,(Blue Team),"Sivir,Gangplank,Tahm Kench,Akali,Lee Sin",(Red Team)
"Kai'Sa,Vladimir,Gragas,Taliyah,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3324709049&summonerId=54692988&gameTime=1535522241,(Blue Team),"Akali,Darius,Kindred,Varus,Rakan",(Red Team)
"Renekton,Gragas,Ryze,Kai'Sa,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316369128&summonerId=54692988&gameTime=1534908680,(Red Team),"Gangplank,Camille,Aurelion Sol,Jinx,Leona",(Blue Team)
"Irelia,Taliyah,Renekton,Quinn,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315339949&summonerId=57541180&gameTime=1534830939,(Blue Team),"Camille,Nidalee,Talon,Ekko,Shen",(Red Team)
"Poppy,Akali,Irelia,Nidalee,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315393667&summonerId=57541180&gameTime=1534833771,(Red Team),"Aatrox,Morgana,Ezreal,Kayn,Swain",(Blue Team)
"Darius,Yasuo,Ornn,Cassiopeia,Karthus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316664817&summonerId=54692988&gameTime=1534913012,(Red Team),"Twitch,Sion,Kog'Maw,Jhin,Yasuo",(Blue Team)
"Urgot,Katarina,Ezreal,Alistar,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316224655&summonerId=54692988&gameTime=1534874173,(Blue Team),"Ryze,Shen,Akali,Varus,Nidalee",(Red Team)
"Quinn,Kindred,LeBlanc,Varus,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316198641&summonerId=54692988&gameTime=1534870804,(Red Team),"Gnar,Gragas,Vladimir,Ezreal,Shen",(Blue Team)
"Syndra,Pyke,Aatrox,Olaf,Ashe",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322807533&summonerId=54692988&gameTime=1535368140,(Blue Team),"Pantheon,Taliyah,Gragas,Varus,Jayce",(Red Team)
"Jayce,Xin Zhao,Katarina,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309407499&summonerId=54692988&gameTime=1534346667,(Blue Team),"Ryze,Trundle,Irelia,Jinx,Alistar",(Red Team)
"Jayce,Nidalee,Cho'Gath,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309472328&summonerId=54692988&gameTime=1534348805,(Blue Team),"Kai'Sa,Gragas,Yasuo,Pyke,Aatrox",(Red Team)
"Camille,Lee Sin,Lissandra,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316174457&summonerId=54692988&gameTime=1534868010,(Blue Team),"Cho'Gath,Kindred,LeBlanc,Aatrox,Shen",(Red Team)
"Riven,Soraka,Camille,Varus,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316666390&summonerId=54692988&gameTime=1534914205,(Blue Team),"Morgana,Singed,Taric,Miss Fortune,Master Yi",(Red Team)
"Akali,Nocturne,Katarina,Jhin,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309694249&summonerId=54692988&gameTime=1534393303,(Red Team),"Gangplank,Lee Sin,Taliyah,Lucian,Braum",(Blue Team)
"Rakan,Gragas,Xayah,Varus,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3287327359&summonerId=54692988&gameTime=1532783126,(Red Team),"Gangplank,Nidalee,Alistar,Irelia,Ashe",(Blue Team)
"Jayce,Kindred,Veigar,Kai'Sa,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316652180&summonerId=54692988&gameTime=1534911891,(Blue Team),"Gangplank,Sejuani,Akali,Varus,Morgana",(Red Team)
"Kennen,Varus,Camille,Taliyah,Nami",http://www.op.gg/summoner/matches/ajax/detail/gameId=3286907535&summonerId=54692988&gameTime=1532766781,(Blue Team),"Kindred,Dr. Mundo,Ashe,Alistar,Anivia",(Red Team)
"Zoe,Gragas,Kindred,Malphite,Swain",http://www.op.gg/summoner/matches/ajax/detail/gameId=3287496786&summonerId=54692988&gameTime=1532785749,(Red Team),"Jayce,Gangplank,Braum,Nidalee,Ezreal",(Blue Team)
"Akali,Shen,Kindred,Jhin,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316150410&summonerId=54692988&gameTime=1534865223,(Red Team),"LeBlanc,Gangplank,Sivir,Tahm Kench,Taliyah",(Blue Team)
"Kassadin,Irelia,Pyke,Taliyah,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331087184&summonerId=41913808&gameTime=1535989389,(Red Team),"Akali,Jhin,Olaf,Ryze,Alistar",(Blue Team)
"Dr. Mundo,Taliyah,Yasuo,Vladimir,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3286871235&summonerId=54692988&gameTime=1532765276,(Blue Team),"Camille,Sejuani,Jayce,Diana,Rakan",(Red Team)
"Talon,Sion,Rakan,Taliyah,Xayah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331066961&summonerId=41913808&gameTime=1535987580,(Blue Team),"Gragas,Braum,Gangplank,Fiora,Kai'Sa",(Red Team)
"Gangplank,Taliyah,Darius,Irelia,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331119540&summonerId=41913808&gameTime=1535993514,(Blue Team),"Urgot,Aatrox,Fizz,Ezreal,Rakan",(Red Team)
"Aatrox,Taliyah,Irelia,Ezreal,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330281561&summonerId=41913808&gameTime=1535950350,(Blue Team),"Urgot,Xin Zhao,Ryze,Varus,Tahm Kench",(Red Team)
"Sion,Taliyah,Kassadin,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330166991&summonerId=41913808&gameTime=1535913770,(Red Team),"Irelia,Kha'Zix,LeBlanc,Xayah,Alistar",(Blue Team)
"Twitch,Tahm Kench,Kassadin,Kayn,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330695365&summonerId=41913808&gameTime=1535968549,(Blue Team),"Sion,Graves,Kai'Sa,Zoe,Taric",(Red Team)
"Xayah,Zoe,Rakan,Trundle,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3286948681&summonerId=54692988&gameTime=1532770707,(Blue Team),"Irelia,Pyke,Nocturne,LeBlanc,Gangplank",(Red Team)
"Ornn,Graves,Cassiopeia,Ezreal,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330164932&summonerId=41913808&gameTime=1535911611,(Blue Team),"Aatrox,Lee Sin,Ryze,Jhin,Morgana",(Red Team)
"Rengar,Jhin,Lissandra,Aatrox,Syndra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3329978030&summonerId=41913808&gameTime=1535896403,(Blue Team),"LeBlanc,Urgot,Gnar,Evelynn,Vayne",(Red Team)
"Gangplank,Braum,Aatrox,Twitch,Nidalee",http://www.op.gg/summoner/matches/ajax/detail/gameId=3330129124&summonerId=41913808&gameTime=1535909619,(Blue Team),"Alistar,Ryze,Irelia,Taliyah,Yasuo",(Red Team)
"Aatrox,Urgot,Gragas,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3329936624&summonerId=41913808&gameTime=1535895257,(Blue Team),"Ezreal,Tahm Kench,Olaf,Jayce,Fizz",(Red Team)
"Vladimir,Olaf,Irelia,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331156059&summonerId=41913808&gameTime=1535995953,(Blue Team),"Urgot,Taliyah,Fiora,Tristana,Pyke",(Red Team)
"Gnar,Kindred,LeBlanc,Ashe,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3329569818&summonerId=41913808&gameTime=1535877251,(Blue Team),"Urgot,Lee Sin,Karthus,Varus,Tahm Kench",(Red Team)
"Ryze,Kayn,Aatrox,Xayah,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3329598592&summonerId=41913808&gameTime=1535879343,(Blue Team),"Urgot,Lee Sin,Karthus,Jhin,Rakan",(Red Team)
"Ryze,Gragas,Irelia,Ashe,Leona",http://www.op.gg/summoner/matches/ajax/detail/gameId=3329163079&summonerId=41913808&gameTime=1535863214,(Blue Team),"Darius,Kindred,Malzahar,Tristana,Rakan",(Red Team)
"Cho'Gath,Gragas,Taliyah,Kindred,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3328767714&summonerId=41913808&gameTime=1535825510,(Blue Team),"Nidalee,Alistar,Corki,Singed,Jhin",(Red Team)
"Syndra,Ryze,Lee Sin,Gragas,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3331115901&summonerId=41913808&gameTime=1535991755,(Red Team),"Zilean,Urgot,Aatrox,Twitch,Nidalee",(Blue Team)
"Thresh,Kassadin,Ashe,Lee Sin,Akali",http://www.op.gg/summoner/matches/ajax/detail/gameId=3328814630&summonerId=41913808&gameTime=1535827891,(Red Team),"Urgot,Soraka,Graves,Varus,Talon",(Blue Team)
"Cho'Gath,Kindred,Irelia,Swain,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3329543594&summonerId=41913808&gameTime=1535875351,(Blue Team),"Ryze,Gragas,Kled,Kai'Sa,Braum",(Red Team)
"Gragas,Kennen,Rakan,Jayce,Rumble",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309538302&summonerId=57541180&gameTime=1534358830,(Blue Team),"Akali,Camille,Evelynn,Thresh,Kai'Sa",(Red Team)
"Vladimir,Graves,Fizz,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309652274&summonerId=57541180&gameTime=1534392229,(Blue Team),"Gangplank,Jax,Akali,Varus,Alistar",(Red Team)
"Ezreal,Irelia,Xin Zhao,Pyke,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308746539&summonerId=57541180&gameTime=1534303193,(Blue Team),"Aurelion Sol,Vel'Koz,Kai'Sa,Trundle,Jayce",(Red Team)
"Morgana,Gragas,Jinx,Yasuo,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309514495&summonerId=57541180&gameTime=1534354658,(Red Team),"Nami,Nidalee,LeBlanc,Quinn,Xayah",(Blue Team)
"Ryze,Nidalee,Jayce,Kai'Sa,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308832640&summonerId=57541180&gameTime=1534310741,(Blue Team),"Camille,Kindred,Vladimir,Cho'Gath,Shen",(Red Team)
"Talon,Gragas,Lee Sin,Kai'Sa,Jayce",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308757180&summonerId=57541180&gameTime=1534308905,(Red Team),"Gnar,Evelynn,Alistar,Ryze,Lucian",(Blue Team)
"Gangplank,Nidalee,Akali,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308278175&summonerId=57541180&gameTime=1534272709,(Red Team),"Ryze,Taliyah,Yasuo,Tristana,Pyke",(Blue Team)
"Ezreal,Karma,Akali,Graves,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309546179&summonerId=57541180&gameTime=1534356471,(Blue Team),"Aatrox,Xin Zhao,Pyke,Zoe,Twitch",(Red Team)
"Urgot,Camille,Akali,Kai'Sa,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308729843&summonerId=57541180&gameTime=1534306732,(Red Team),"Gangplank,Taliyah,Lissandra,Jayce,Alistar",(Blue Team)
"Morgana,Kai'Sa,Taliyah,Yasuo,Gangplank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308303273&summonerId=57541180&gameTime=1534270139,(Red Team),"Rakan,Jax,Olaf,Ekko,Azir",(Blue Team)
"Camille,Taric,Ezreal,Nidalee,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308225611&summonerId=57541180&gameTime=1534266359,(Blue Team),"Kai'Sa,Morgana,Jax,Yasuo,Taliyah",(Red Team)
"Ryze,Xin Zhao,Yasuo,Ezreal,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308198518&summonerId=57541180&gameTime=1534264359,(Blue Team),"Gangplank,Taliyah,Quinn,Lucian,Gragas",(Red Team)
"Zoe,Akali,Aatrox,Lee Sin,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308174451&summonerId=57541180&gameTime=1534262027,(Red Team),"Xin Zhao,Irelia,Vladimir,Morgana,Tryndamere",(Blue Team)
"Quinn,Nidalee,Aatrox,Kai'Sa,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308131765&summonerId=57541180&gameTime=1534258970,(Blue Team),"Irelia,Taliyah,LeBlanc,Ezreal,Pyke",(Red Team)
"Fiora,Ekko,Rengar,Fiddlesticks,Akali",http://www.op.gg/summoner/matches/ajax/detail/gameId=3307254808&summonerId=57541180&gameTime=1534217783,(Blue Team),"Graves,Shen,Camille,LeBlanc,Ashe",(Red Team)
"Gangplank,Kindred,Aatrox,Kai'Sa,Blitzcrank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308300290&summonerId=57541180&gameTime=1534268466,(Blue Team),"Ornn,Camille,Azir,Lucian,Rakan",(Red Team)
"Gragas,Ryze,Lee Sin,Alistar,Gangplank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3307085287&summonerId=57541180&gameTime=1534181760,(Red Team),"Kled,Jax,Camille,Rakan,Jinx",(Blue Team)
"Jayce,Taliyah,LeBlanc,Sivir,Lulu",http://www.op.gg/summoner/matches/ajax/detail/gameId=3307096180&summonerId=57541180&gameTime=1534183892,(Blue Team),"Aatrox,Kindred,Kassadin,Morgana,Shen",(Red Team)
"Kai'Sa,Gragas,Quinn,Aatrox,Trundle",http://www.op.gg/summoner/matches/ajax/detail/gameId=3307078923&summonerId=57541180&gameTime=1534186221,(Red Team),"Camille,Alistar,Dr. Mundo,Yasuo,Irelia",(Blue Team)
"Draven,Kassadin,Gragas,Yasuo,Leona",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284016957&summonerId=54692988&gameTime=1532527369,(Blue Team),"Jayce,Alistar,Camille,Kai'Sa,Gnar",(Red Team)
"Ryze,Taliyah,Aatrox,Swain,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3329666119&summonerId=41913808&gameTime=1535881874,(Red Team),"Urgot,Olaf,Zoe,Varus,Rakan",(Blue Team)
"Camille,Ezreal,Taliyah,Irelia,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3308148769&summonerId=57541180&gameTime=1534260475,(Blue Team),"Kled,Kai'Sa,Akali,Kindred,Pyke",(Red Team)
"LeBlanc,Graves,Ezreal,Tahm Kench,Darius",http://www.op.gg/summoner/matches/ajax/detail/gameId=3282824761&summonerId=54692988&gameTime=1532430594,(Red Team),"Camille,Kassadin,Shen,Poppy,Xayah",(Blue Team)
"Poppy,Lucian,Gangplank,Zoe,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3283153225&summonerId=54692988&gameTime=1532457161,(Blue Team),"Alistar,Rengar,Cassiopeia,Dr. Mundo,Yasuo",(Red Team)
"Quinn,Taliyah,Irelia,Swain,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3282790943&summonerId=54692988&gameTime=1532429212,(Red Team),"Ryze,Evelynn,Yasuo,Lucian,Leona",(Blue Team)
"Yasuo,Camille,Rumble,Vladimir,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3275094380&summonerId=54692988&gameTime=1531767244,(Blue Team),"Irelia,Gragas,Darius,Ezreal,Morgana",(Red Team)
"Soraka,Talon,Gragas,Taliyah,Vladimir",http://www.op.gg/summoner/matches/ajax/detail/gameId=3274379303&summonerId=54692988&gameTime=1531729966,(Blue Team),"Ekko,Swain,Kindred,Bard,Yasuo",(Red Team)
"Gnar,Elise,Kled,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3282819150&summonerId=54692988&gameTime=1532432953,(Red Team),"Swain,Lee Sin,Ekko,Ezreal,Gragas",(Blue Team)
"Darius,Evelynn,Katarina,Draven,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3272435782&summonerId=54692988&gameTime=1531555856,(Red Team),"Gangplank,Taliyah,Karthus,Swain,Rakan",(Blue Team)
"Jayce,Nocturne,Vladimir,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3269641186&summonerId=54692988&gameTime=1531301500,(Blue Team),"Lucian,Sejuani,Kled,Swain,Soraka",(Red Team)
"Taliyah,Ekko,Yasuo,Camille,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3268955057&summonerId=54692988&gameTime=1531246072,(Blue Team),"Gragas,Nocturne,Xayah,Vladimir,Ryze",(Red Team)
"Kennen,Talon,Camille,Swain,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3269595891&summonerId=54692988&gameTime=1531299903,(Blue Team),"Ezreal,Nocturne,Pyke,Ryze,Darius",(Red Team)
"Thresh,Morgana,Talon,Gragas,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3268463357&summonerId=54692988&gameTime=1531214727,(Red Team),"Jayce,Pyke,Dr. Mundo,Kindred,Zilean",(Blue Team)
"Kled,Morgana,Leona,Camille,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3270406780&summonerId=54692988&gameTime=1531387781,(Blue Team),"Nidalee,Rakan,Aurelion Sol,Gangplank,Vladimir",(Red Team)
"Rakan,Rumble,Jayce,Graves,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3282602517&summonerId=54692988&gameTime=1532413028,(Blue Team),"Cho'Gath,Kindred,Gangplank,Leona,Zoe",(Red Team)
"Trundle,Yasuo,Karma,Soraka,Kled",http://www.op.gg/summoner/matches/ajax/detail/gameId=3272510488&summonerId=54692988&gameTime=1531560625,(Blue Team),"Jayce,Ezreal,Ryze,Gragas,Rakan",(Red Team)
"Kennen,Yasuo,Gragas,Rakan,Xayah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3268413831&summonerId=54692988&gameTime=1531212014,(Red Team),"Kindred,Camille,Shen,Mordekaiser,Lulu",(Blue Team)
"Jayce,Kindred,Taliyah,Kalista,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3266908944&summonerId=54692988&gameTime=1531071480,(Blue Team),"Kled,Lee Sin,Aurelion Sol,Lucian,Shen",(Red Team)
"Gragas,Camille,Lissandra,Lucian,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3267230167&summonerId=54692988&gameTime=1531121096,(Blue Team),"Kennen,Xin Zhao,LeBlanc,Poppy,Alistar",(Red Team)
"Camille,Alistar,Graves,Ezreal,Aurelion Sol",http://www.op.gg/summoner/matches/ajax/detail/gameId=3266932234&summonerId=54692988&gameTime=1531068771,(Blue Team),"Xayah,Rakan,Gragas,Talon,Lulu",(Red Team)
"Xin Zhao,Ornn,Vladimir,Alistar,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3266896627&summonerId=54692988&gameTime=1531066220,(Red Team),"Jayce,Camille,Rakan,Xayah,Aurelion Sol",(Blue Team)
"Fiora,Lee Sin,Vel'Koz,Varus,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3328263296&summonerId=41913808&gameTime=1535792181,(Red Team),"Gangplank,Jax,Ryze,Lucian,Bard",(Blue Team)
"Gangplank,Nidalee,Tahm Kench,Ashe,Jayce",http://www.op.gg/summoner/matches/ajax/detail/gameId=3327433826&summonerId=41913808&gameTime=1535737026,(Blue Team),"Kai'Sa,Gragas,Graves,Akali,Lissandra",(Red Team)
"Pyke,Kha'Zix,Rengar,Nunu & Willump,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3328310990&summonerId=41913808&gameTime=1535793575,(Blue Team),"Nunu & Willump,Nidalee,Ahri,Syndra,Sona",(Red Team)
"Irelia,Gragas,Sion,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3328573059&summonerId=41913808&gameTime=1535812249,(Blue Team),"Urgot,Alistar,Lucian,Kindred,Karthus",(Red Team)
"Camille,Jhin,Nidalee,Lucian,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3327474646&summonerId=41913808&gameTime=1535741332,(Red Team),"Pyke,Jhin,Vel'Koz,Ezreal,Rumble",(Blue Team)
"Camille,Ryze,Kai'Sa,Urgot,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3327367766&summonerId=41913808&gameTime=1535734254,(Blue Team),"Lee Sin,Akali,Lucian,Alistar,Gangplank",(Red Team)
"Ryze,Kindred,Syndra,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3327326217&summonerId=41913808&gameTime=1535731986,(Blue Team),"Aatrox,Graves,Twisted Fate,Xayah,Rakan",(Red Team)
"Poppy,Gragas,Darius,Kai'Sa,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3327250174&summonerId=41913808&gameTime=1535727576,(Blue Team),"Gnar,Kindred,Irelia,Sivir,Morgana",(Red Team)
