oneTeam,url,two,twoTeam,one
"Brand,Kai'Sa,Kha'Zix,Karma,Teemo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3360489295&summonerId=57541180&gameTime=1538047796,(Red Team),"Graves,Ahri,Swain,Yasuo,Vayne",(Blue Team)
"Sion,Gragas,Vel'Koz,Ezreal,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3352283125&summonerId=57541180&gameTime=1537543642,(Blue Team),"Ornn,Nidalee,Ryze,Lucian,Alistar",(Red Team)
"Urgot,Nidalee,Aatrox,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3383991778&summonerId=54692988&gameTime=1539621799,(Red Team),"Irelia,Skarner,LeBlanc,Jhin,Alistar",(Blue Team)
"Jayce,Braum,Ezreal,Nidalee,Karthus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3383223183&summonerId=54692988&gameTime=1539590297,(Red Team),"Swain,Kindred,Gragas,Aatrox,Akali",(Blue Team)
"Karthus,Gragas,Jayce,Lucian,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3379079845&summonerId=54692988&gameTime=1539327489,(Red Team),"Aatrox,Camille,Zilean,Ezreal,Alistar",(Blue Team)
"Udyr,Ivern,Yorick,Thresh,Tristana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351164179&summonerId=57541180&gameTime=1537468994,(Blue Team),"Nami,Ekko,Kassadin,Darius,Camille",(Red Team)
"Gragas,Camille,Ekko,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351954558&summonerId=57541180&gameTime=1537539881,(Blue Team),"Jax,Lee Sin,Viktor,Ezreal,Nautilus",(Red Team)
"Irelia,Gragas,Aatrox,Ezreal,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377444213&summonerId=54692988&gameTime=1539170516,(Blue Team),"Sion,Camille,LeBlanc,Tristana,Alistar",(Red Team)
"Gragas,Orianna,Irelia,Lee Sin,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377419395&summonerId=54692988&gameTime=1539168091,(Red Team),"Alistar,Ornn,Xin Zhao,Ezreal,Akali",(Blue Team)
"Urgot,Taliyah,Fizz,Ezreal,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3379155677&summonerId=54692988&gameTime=1539333209,(Red Team),"Aatrox,Xin Zhao,Twisted Fate,Lucian,Pyke",(Blue Team)
"Kha'Zix,Varus,Thresh,Akali,Gangplank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3352084949&summonerId=57541180&gameTime=1537541494,(Blue Team),"Ekko,Lee Sin,Lucian,Nami,Aatrox",(Red Team)
"Cho'Gath,Aatrox,Miss Fortune,Tahm Kench,Nidalee",http://www.op.gg/summoner/matches/ajax/detail/gameId=3378844244&summonerId=54692988&gameTime=1539280923,(Blue Team),"Ryze,Ornn,Kai'Sa,Graves,Gragas",(Red Team)
"Taliyah,Aatrox,Jayce,Ezreal,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377395502&summonerId=54692988&gameTime=1539166468,(Red Team),"Alistar,Lucian,Xin Zhao,LeBlanc,Akali",(Blue Team)
"Kai'Sa,LeBlanc,Alistar,Camille,Darius",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377352684&summonerId=54692988&gameTime=1539161424,(Blue Team),"Irelia,Thresh,Jhin,Zed,Elise",(Red Team)
"Taliyah,Yasuo,Leona,Singed,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377336346&summonerId=54692988&gameTime=1539159232,(Blue Team),"Nocturne,Volibear,Rakan,Kai'Sa,Irelia",(Red Team)
"Ornn,Camille,LeBlanc,Ryze,Fiddlesticks",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377243992&summonerId=54692988&gameTime=1539153327,(Red Team),"Urgot,Taliyah,Zoe,Vladimir,Gragas",(Blue Team)
"Lee Sin,LeBlanc,Sion,Lucian,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3378877016&summonerId=54692988&gameTime=1539282444,(Blue Team),"Karma,Pyke,Vayne,Camille,Poppy",(Red Team)
"Akali,Gragas,Yasuo,Ezreal,Janna",http://www.op.gg/summoner/matches/ajax/detail/gameId=3379196923&summonerId=54692988&gameTime=1539336997,(Red Team),"Irelia,Rumble,Ahri,Miss Fortune,Shen",(Blue Team)
"Urgot,Olaf,Akali,Kai'Sa,Blitzcrank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376840680&summonerId=54692988&gameTime=1539111426,(Blue Team),"Sion,Camille,Malzahar,Irelia,Alistar",(Red Team)
"Shen,Evelynn,Irelia,Alistar,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376653592&summonerId=54692988&gameTime=1539096950,(Red Team),"Tristana,Xin Zhao,Akali,Aatrox,Thresh",(Blue Team)
"Urgot,Taliyah,Aatrox,Lucian,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376791525&summonerId=54692988&gameTime=1539105502,(Red Team),"Sion,Camille,Akali,Ezreal,Rakan",(Blue Team)
"Aatrox,Tahm Kench,Lucian,Graves,Lissandra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376621988&summonerId=54692988&gameTime=1539094224,(Blue Team),"Ashe,Alistar,Irelia,Lee Sin,Galio",(Red Team)
"Gragas,Alistar,Jayce,Kai'Sa,Malphite",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376796054&summonerId=54692988&gameTime=1539107276,(Red Team),"Lee Sin,LeBlanc,Lucian,Braum,Camille",(Blue Team)
"Lucian,Riven,Yasuo,Bard,Nunu & Willump",http://www.op.gg/summoner/matches/ajax/detail/gameId=3353122937&summonerId=41913808&gameTime=1537608904,(Blue Team),"LeBlanc,Jinx,Twitch,Thresh,Urgot",(Red Team)
"Graves,Tryndamere,Lucian,LeBlanc,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376710128&summonerId=54692988&gameTime=1539100003,(Red Team),"Poppy,Gragas,Ryze,Kai'Sa,Camille",(Blue Team)
"Darius,Camille,Aatrox,Swain,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376718047&summonerId=54692988&gameTime=1539102800,(Blue Team),"Lissandra,Taliyah,Irelia,Kai'Sa,Poppy",(Red Team)
"Kog'Maw,Ryze,Graves,Aatrox,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351166816&summonerId=41913808&gameTime=1537472634,(Blue Team),"Miss Fortune,Tryndamere,Janna,Aatrox,Camille",(Red Team)
"Rumble,Lee Sin,Zed,Kalista,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3353027531&summonerId=41913808&gameTime=1537605028,(Blue Team),"Tryndamere,Rengar,Viktor,Miss Fortune,Malphite",(Red Team)
"Kai'Sa,Thresh,Yasuo,Gangplank,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3353065528&summonerId=41913808&gameTime=1537606779,(Blue Team),"Zed,Vayne,Draven,Leona,Shyvana",(Red Team)
"Kai'Sa,Poppy,Trundle,Nunu & Willump,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351155297&summonerId=41913808&gameTime=1537470375,(Blue Team),"Tryndamere,Ezreal,LeBlanc,Karma,Nidalee",(Red Team)
"Trundle,Jhin,Fiddlesticks,Vayne,Fizz",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351139841&summonerId=41913808&gameTime=1537465687,(Red Team),"Karma,Riven,Twisted Fate,Xerath,Sivir",(Blue Team)
"Jayce,Karthus,Ezreal,Garen,Twitch",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351163179&summonerId=41913808&gameTime=1537468747,(Red Team),"Veigar,Viktor,Maokai,Graves,Pantheon",(Blue Team)
"Irelia,Kindred,Ryze,Swain,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349912817&summonerId=41913808&gameTime=1537371703,(Blue Team),"Darius,Nidalee,Aatrox,Jinx,Tahm Kench",(Red Team)
"Nautilus,Taliyah,Aatrox,Ezreal,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349876519&summonerId=41913808&gameTime=1537369568,(Blue Team),"Urgot,Evelynn,Irelia,Lucian,Zilean",(Red Team)
"Ezreal,Cho'Gath,Irelia,Nidalee,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349939005&summonerId=41913808&gameTime=1537374807,(Blue Team),"Akali,Jax,Lee Sin,Lucian,Shen",(Red Team)
"Twitch,Ahri,Soraka,Renekton,Zoe",http://www.op.gg/summoner/matches/ajax/detail/gameId=3350021722&summonerId=41913808&gameTime=1537380230,(Blue Team),"Syndra,Kassadin,Nidalee,Lee Sin,Viktor",(Red Team)
"Poppy,Sejuani,Aatrox,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349965816&summonerId=41913808&gameTime=1537377987,(Blue Team),"Nautilus,Taliyah,LeBlanc,Xayah,Rakan",(Red Team)
"Jayce,Gragas,Urgot,Lucian,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3348858544&summonerId=41913808&gameTime=1537297793,(Red Team),"Irelia,Taliyah,Ryze,Varus,Braum",(Blue Team)
"Sion,Gragas,Syndra,Lucian,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349429845&summonerId=41913808&gameTime=1537345037,(Red Team),"Aatrox,Lee Sin,LeBlanc,Urgot,Thresh",(Blue Team)
"Hecarim,Kha'Zix,Twitch,Zyra,Ornn",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351171330&summonerId=41913808&gameTime=1537466995,(Blue Team),"Xerath,Cho'Gath,Lulu,Swain,Zoe",(Red Team)
"Irelia,Sejuani,LeBlanc,Yasuo,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349769402&summonerId=41913808&gameTime=1537365130,(Blue Team),"Renekton,Camille,Akali,Xayah,Rakan",(Red Team)
"Fiora,Lee Sin,Akali,Ezreal,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349890171&summonerId=41913808&gameTime=1537367568,(Blue Team),"Jax,Taliyah,Lucian,Ashe,Morgana",(Red Team)
"Irelia,Sejuani,Aatrox,Kai'Sa,Vel'Koz",http://www.op.gg/summoner/matches/ajax/detail/gameId=3348044812&summonerId=41913808&gameTime=1537250176,(Red Team),"Cho'Gath,Lee Sin,Fizz,Yasuo,Gragas",(Blue Team)
"Urgot,Lee Sin,Syndra,Tristana,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349484374&summonerId=41913808&gameTime=1537346909,(Blue Team),"Aatrox,Graves,LeBlanc,Xayah,Tahm Kench",(Red Team)
"Aatrox,Nasus,Ryze,Diana,Tristana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351190463&summonerId=57541180&gameTime=1537466266,(Blue Team),"Draven,Lulu,Kennen,Syndra,Trundle",(Red Team)
"Thresh,Urgot,Ezreal,Corki,Lux",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351064159&summonerId=57541180&gameTime=1537458988,(Blue Team),"Riven,Veigar,Xerath,Lee Sin,Zilean",(Red Team)
"Bard,Pantheon,Aatrox,Lux,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351152350&summonerId=57541180&gameTime=1537467790,(Blue Team),Trundle,(Red Team)
"Rumble,Lissandra,Xerath,Sejuani,Sona",http://www.op.gg/summoner/matches/ajax/detail/gameId=3350275193&summonerId=57541180&gameTime=1537430836,(Blue Team),"Ryze,Kai'Sa,Pantheon,Corki,Bard",(Red Team)
"Yasuo,Pyke,Poppy,LeBlanc,Graves",http://www.op.gg/summoner/matches/ajax/detail/gameId=3348845164&summonerId=41913808&gameTime=1537295088,(Blue Team),"Viktor,Lee Sin,Renekton,Kai'Sa,Gragas",(Red Team)
"Katarina,Yasuo,Illaoi,Viktor,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3350191768&summonerId=57541180&gameTime=1537418981,(Blue Team),"Ryze,Sona,Kai'Sa,Veigar,Anivia",(Red Team)
"Pyke,Singed,Ashe,Annie,Varus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3350972114&summonerId=57541180&gameTime=1537452392,(Blue Team),"Soraka,Rumble,Xayah,Jayce,Morgana",(Red Team)
"Irelia,Camille,Aatrox,Xayah,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351069145&summonerId=57541180&gameTime=1537461703,(Red Team),"Poppy,Kindred,Renekton,Ashe,Gragas",(Blue Team)
"LeBlanc,Anivia,Ivern,Viktor,Ekko",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349295764&summonerId=57541180&gameTime=1537333132,(Red Team),"Ornn,Galio,Annie,Urgot,Tristana",(Blue Team)
"Thresh,Talon,Lucian,Jarvan IV,Malzahar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349439310&summonerId=57541180&gameTime=1537344368,(Blue Team),"Kayn,Cassiopeia,Zac,Brand,Skarner",(Red Team)
"Miss Fortune,Kai'Sa,Vel'Koz,Nami,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3350160389&summonerId=57541180&gameTime=1537417576,(Red Team),"Garen,Jayce,Ryze,Wukong,Hecarim",(Blue Team)
"Aatrox,Olaf,Kennen,Tahm Kench,Jhin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3348393956&summonerId=57541180&gameTime=1537274543,(Blue Team),"Soraka,Vel'Koz,Kai'Sa,Irelia,Xin Zhao",(Red Team)
"Irelia,Yasuo,Akali,Trundle,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3348413522&summonerId=57541180&gameTime=1537276611,(Blue Team),"Xin Zhao,Rumble,Zed,Taric,Kai'Sa",(Red Team)
"Sion,Zoe,Fiddlesticks,Cassiopeia,Azir",http://www.op.gg/summoner/matches/ajax/detail/gameId=3349167543&summonerId=57541180&gameTime=1537334601,(Red Team),"Yasuo,Twisted Fate,Shaco,Graves,Jhin",(Blue Team)
"Aatrox,Xin Zhao,Orianna,Kai'Sa,Leona",http://www.op.gg/summoner/matches/ajax/detail/gameId=3348501005&summonerId=57541180&gameTime=1537278585,(Red Team),"Poppy,Gragas,Cassiopeia,Xayah,Rakan",(Blue Team)
"Xin Zhao,Irelia,Lucian,Poppy,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3351104927&summonerId=57541180&gameTime=1537463768,(Red Team),"Ryze,Taliyah,Kai'Sa,Tahm Kench,Renekton",(Blue Team)
"Vayne,Taliyah,Pyke,Renekton,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347614759&summonerId=57541180&gameTime=1537191798,(Red Team),"Poppy,Jayce,Rumble,Yasuo,Graves",(Blue Team)
"Karthus,Twisted Fate,Lulu,Morgana,Vayne",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347750048&summonerId=57541180&gameTime=1537196946,(Red Team),"Heimerdinger,Maokai,Jayce,Annie,Brand",(Blue Team)
"Aatrox,Camille,Jayce,Pyke,Varus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3346288989&summonerId=57541180&gameTime=1537099664,(Blue Team),"Kai'Sa,Irelia,Bard,Nautilus,Trundle",(Red Team)
"Akali,Rakan,Taliyah,Varus,Renekton",http://www.op.gg/summoner/matches/ajax/detail/gameId=3348333549&summonerId=57541180&gameTime=1537272285,(Red Team),"Lucian,Shen,Kayn,Galio,Vladimir",(Blue Team)
"Twitch,Pyke,Zac,Irelia,Renekton",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347868439&summonerId=41913808&gameTime=1537214812,(Red Team),"Gragas,Urgot,Kai'Sa,Poppy,Kled",(Blue Team)
"Aatrox,Nidalee,Akali,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347647737&summonerId=41913808&gameTime=1537192812,(Red Team),"Gangplank,Lee Sin,Irelia,Ekko,Gragas",(Blue Team)
"Pantheon,Nidalee,Irelia,Jhin,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347886091&summonerId=41913808&gameTime=1537211591,(Red Team),"Ryze,Graves,Aatrox,Ashe,Braum",(Blue Team)
"Lucian,Kindred,Ryze,Yasuo,Vel'Koz",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347192665&summonerId=41913808&gameTime=1537175276,(Blue Team),"Morgana,Sejuani,Irelia,Kai'Sa,Blitzcrank",(Red Team)
"Camille,Taliyah,Galio,Varus,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347892549&summonerId=41913808&gameTime=1537208006,(Blue Team),"Sion,Graves,Kassadin,Kai'Sa,Nautilus",(Red Team)
"Rengar,Aatrox,Urgot,Swain,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347014630&summonerId=41913808&gameTime=1537173298,(Blue Team),"Gangplank,Gragas,Taliyah,LeBlanc,Ezreal",(Red Team)
"Sion,Xin Zhao,Akali,Lucian,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3346745127&summonerId=41913808&gameTime=1537125389,(Red Team),"Urgot,Lee Sin,Aatrox,Tristana,Alistar",(Blue Team)
"Tahm Kench,Taliyah,Irelia,Kai'Sa,Jayce",http://www.op.gg/summoner/matches/ajax/detail/gameId=3346617535&summonerId=41913808&gameTime=1537113865,(Blue Team),"Gragas,Rakan,Renekton,Aatrox,Vladimir",(Red Team)
"Rakan,Lee Sin,Aatrox,Ashe,Renekton",http://www.op.gg/summoner/matches/ajax/detail/gameId=3346713239&summonerId=41913808&gameTime=1537121606,(Red Team),"Camille,Braum,Irelia,Kai'Sa,LeBlanc",(Blue Team)
"Aatrox,Nidalee,Zoe,Ezreal,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3346696570&summonerId=41913808&gameTime=1537118825,(Blue Team),"Akali,Gragas,Talon,Varus,Shen",(Red Team)
"Rumble,Graves,Irelia,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347199400&summonerId=41913808&gameTime=1537177252,(Blue Team),"Aatrox,Lee Sin,Cho'Gath,Varus,Vel'Koz",(Red Team)
"Riven,Pyke,Varus,Ryze,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3347849334&summonerId=41913808&gameTime=1537206036,(Red Team),"Alistar,Aatrox,Taliyah,Ezreal,Cho'Gath",(Blue Team)
"Aatrox,Lee Sin,Galio,Yasuo,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3346595612&summonerId=41913808&gameTime=1537110677,(Red Team),"Fiora,Nunu & Willump,Akali,Kai'Sa,Gragas",(Blue Team)
"Swain,Xin Zhao,Darius,Jhin,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3345047021&summonerId=41913808&gameTime=1537036582,(Red Team),"Akali,Kha'Zix,Galio,Twitch,Morgana",(Blue Team)
"Jax,Lucian,LeBlanc,Rakan,Kindred",http://www.op.gg/summoner/matches/ajax/detail/gameId=3344239951&summonerId=57541180&gameTime=1537004476,(Blue Team),"Kassadin,Nidalee,Ashe,Aatrox,Shen",(Red Team)
"Kha'Zix,LeBlanc,Kennen,Morgana,Malzahar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343159561&summonerId=57541180&gameTime=1536944546,(Blue Team),"Cassiopeia,Teemo,Sona,Ekko,Katarina",(Red Team)
"Aatrox,Trundle,Azir,Yasuo,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3341147751&summonerId=57541180&gameTime=1536831613,(Blue Team),"Renekton,Taliyah,Irelia,Kai'Sa,Pyke",(Red Team)
"Akali,Skarner,Ryze,Irelia,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3341551416&summonerId=57541180&gameTime=1536846330,(Red Team),"Urgot,Xin Zhao,Galio,Varus,Gragas",(Blue Team)
"Tahm Kench,Vayne,Ryze,Taliyah,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3340161435&summonerId=57541180&gameTime=1536744478,(Red Team),"Xayah,Urgot,Xerath,Gragas,Aatrox",(Blue Team)
"Aatrox,Cho'Gath,Irelia,Ryze,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3337523641&summonerId=57541180&gameTime=1536513777,(Blue Team),"Gragas,Camille,Urgot,Varus,Shen",(Red Team)
"Akali,Lee Sin,Thresh,Jinx,Aurelion Sol",http://www.op.gg/summoner/matches/ajax/detail/gameId=3326386479&summonerId=57541180&gameTime=1535689681,(Red Team),"Taliyah,Irelia,Ezreal,Tahm Kench,Gangplank",(Blue Team)
"Aatrox,Sejuani,Cho'Gath,Irelia,Trundle",http://www.op.gg/summoner/matches/ajax/detail/gameId=3326291058&summonerId=57541180&gameTime=1535652757,(Blue Team),"Gragas,Graves,Ryze,Ezreal,Soraka",(Red Team)
"Nunu & Willump,Hecarim,Rammus,Miss Fortune,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3326147275&summonerId=57541180&gameTime=1535640851,(Blue Team),"Vayne,Jhin,Maokai,Sona,Lissandra",(Red Team)
"Cho'Gath,Gragas,Akali,Lucian,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376477964&summonerId=54692988&gameTime=1539089083,(Red Team),"Aatrox,Taliyah,Lissandra,Irelia,Thresh",(Blue Team)
"Camille,Jarvan IV,Galio,Tristana,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376418045&summonerId=54692988&gameTime=1539086788,(Red Team),"Akali,Taliyah,Urgot,Kai'Sa,Poppy",(Blue Team)
"Aatrox,Camille,Orianna,Kai'Sa,Taric",http://www.op.gg/summoner/matches/ajax/detail/gameId=3326139912&summonerId=57541180&gameTime=1535643396,(Blue Team),"Urgot,Lee Sin,Zoe,Jhin,Rakan",(Red Team)
"Xin Zhao,Kassadin,Shen,Lucian,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376575994&summonerId=54692988&gameTime=1539092256,(Red Team),"Taliyah,Twisted Fate,Tristana,Alistar,Sion",(Blue Team)
"Jayce,Gragas,Kassadin,Lucian,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376315482&summonerId=54692988&gameTime=1539081269,(Red Team),"Urgot,Olaf,Akali,Ezreal,Poppy",(Blue Team)
"Singed,Olaf,Vladimir,Yasuo,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376374143&summonerId=54692988&gameTime=1539083259,(Blue Team),"Pantheon,Gragas,Akali,Lucian,Thresh",(Red Team)
"Camille,Kindred,Aatrox,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375372623&summonerId=54692988&gameTime=1539021714,(Blue Team),"Jax,Nidalee,Irelia,Lucian,Thresh",(Red Team)
"Fiora,Jayce,LeBlanc,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376114576&summonerId=54692988&gameTime=1539070797,(Blue Team),"Aatrox,Graves,Karthus,Jinx,Tahm Kench",(Red Team)
"Lee Sin,Kassadin,Lucian,Thresh,Akali",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375261183&summonerId=54692988&gameTime=1539014553,(Blue Team),"Fizz,Rakan,Aatrox,Camille,Xayah",(Red Team)
"Gnar,Taliyah,Aatrox,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375325977&summonerId=54692988&gameTime=1539019819,(Blue Team),"Singed,Camille,Ryze,Kai'Sa,Pyke",(Red Team)
"Urgot,Taliyah,Yasuo,Ezreal,Lux",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375397605&summonerId=54692988&gameTime=1539024041,(Red Team),"Kassadin,Lee Sin,Irelia,Corki,Braum",(Blue Team)
"Ezreal,Gangplank,Gragas,Yasuo,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3346691889&summonerId=41913808&gameTime=1537116441,(Blue Team),"Lucian,Pyke,Aatrox,Taliyah,Jayce",(Red Team)
"Urgot,Gragas,Galio,Sivir,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3337278055&summonerId=57541180&gameTime=1536498554,(Red Team),"Kennen,Camille,Irelia,Ezreal,Soraka",(Blue Team)
"Kai'Sa,Jayce,Nidalee,Morgana,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375234293&summonerId=54692988&gameTime=1539013223,(Red Team),"Lucian,Soraka,Akali,Taliyah,Gragas",(Blue Team)
"Urgot,Taliyah,Irelia,Akali,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3337327943&summonerId=57541180&gameTime=1536501139,(Red Team),"Aatrox,Nidalee,Aurelion Sol,Varus,Tahm Kench",(Blue Team)
"Xin Zhao,Irelia,Taric,Maokai,LeBlanc",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375279082&summonerId=54692988&gameTime=1539017157,(Red Team),"Lucian,Lee Sin,Gragas,Lissandra,Aatrox",(Blue Team)
"Aatrox,Taliyah,Poppy,Malzahar,Jhin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374957667&summonerId=54692988&gameTime=1539001998,(Blue Team),"Syndra,Rumble,Gragas,Lucian,Camille",(Red Team)
"Tristana,Camille,Galio,Xin Zhao,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375176354&summonerId=54692988&gameTime=1539011539,(Blue Team),"Zoe,Gragas,Lucian,Urgot,Elise",(Red Team)
"Ornn,Gragas,Irelia,Jinx,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375039674&summonerId=54692988&gameTime=1539006221,(Red Team),"Gangplank,Evelynn,Fizz,Xayah,Nautilus",(Blue Team)
"Lissandra,Ornn,Irelia,Nocturne,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374839170&summonerId=54692988&gameTime=1538996649,(Red Team),"Urgot,Braum,LeBlanc,Yasuo,Nidalee",(Blue Team)
"Irelia,Nidalee,Jinx,Urgot,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3375079660&summonerId=54692988&gameTime=1539007726,(Blue Team),"Rengar,Nautilus,Kai'Sa,Galio,Aatrox",(Red Team)
"Kled,Taliyah,Viktor,Lucian,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3344953867&summonerId=41913808&gameTime=1537029862,(Blue Team),"Aatrox,Gragas,Lissandra,Ashe,Tahm Kench",(Red Team)
